ID,Date,Category,Vendor,Amount,Type,Carbon_Score,Charity_Roundup
57,2025-06-01 09:55:08.887401,Subscriptions,Gym,-45.0,Expense,4.5,0.0
58,2025-06-01 09:55:08.887401,Housing,Property Management,-1800.0,Expense,900.0,0.0
61,2025-06-01 22:40:08.887401,Groceries,Vendor_Groceries_5,-119.89,Expense,143.87,0.11
60,2025-06-02 03:57:08.887401,Transportation,Vendor_Transportation_1,-68.88,Expense,344.4,0.12
59,2025-06-02 07:16:08.887401,Shopping,Vendor_Shopping_4,-1140.55,Expense,2281.1,0.45
63,2025-06-02 19:54:08.887401,Dining,Vendor_Dining_2,-52.17,Expense,78.25,0.83
62,2025-06-03 02:18:08.887401,Groceries,Vendor_Groceries_5,-60.36,Expense,72.43,0.64
64,2025-06-04 01:47:08.887401,Healthcare,Vendor_Healthcare_1,-198.37,Expense,19.84,0.63
65,2025-06-04 03:56:08.887401,Groceries,Vendor_Groceries_1,-57.35,Expense,68.82,0.65
66,2025-06-05 05:56:08.887401,Groceries,Vendor_Groceries_1,-88.64,Expense,106.37,0.36
68,2025-06-06 21:52:08.887401,Groceries,Vendor_Groceries_1,-76.15,Expense,91.38,0.85
67,2025-06-06 22:59:08.887401,Groceries,Vendor_Groceries_5,-98.6,Expense,118.32,0.4
69,2025-06-08 20:34:08.887401,Entertainment,Vendor_Entertainment_1,-84.58,Expense,25.37,0.42
72,2025-06-11 23:22:08.887401,Groceries,Vendor_Groceries_3,-120.61,Expense,144.73,0.39
70,2025-06-12 01:14:08.887401,Groceries,Vendor_Groceries_1,-55.36,Expense,66.43,0.64
71,2025-06-12 05:47:08.887401,Transportation,Vendor_Transportation_5,-27.29,Expense,136.45,0.71
73,2025-06-12 21:23:08.887401,Utilities,Vendor_Utilities_5,-190.28,Expense,475.7,0.72
74,2025-06-15 08:10:08.887401,Groceries,Vendor_Groceries_2,-82.51,Expense,99.01,0.49
76,2025-06-17 20:21:08.887401,Groceries,Vendor_Groceries_1,-83.35,Expense,100.02,0.65
75,2025-06-18 02:46:08.887401,Groceries,Vendor_Groceries_3,-63.99,Expense,76.79,0.01
77,2025-06-18 18:15:08.887401,Groceries,Vendor_Groceries_5,-141.2,Expense,169.44,0.8
79,2025-06-23 00:47:08.887401,Transportation,Vendor_Transportation_3,-41.32,Expense,206.6,0.68
78,2025-06-23 08:05:08.887401,Dining,Vendor_Dining_3,-63.77,Expense,95.66,0.23
81,2025-06-23 21:24:08.887401,Groceries,Vendor_Groceries_4,-83.84,Expense,100.61,0.16
80,2025-06-24 06:57:08.887401,Dining,Vendor_Dining_3,-73.66,Expense,110.49,0.34
84,2025-06-25 20:06:08.887401,Transportation,Vendor_Transportation_5,-23.9,Expense,119.5,0.1
83,2025-06-26 06:28:08.887401,Groceries,Vendor_Groceries_4,-130.87,Expense,157.04,0.13
82,2025-06-26 06:36:08.887401,Groceries,Vendor_Groceries_2,-79.52,Expense,95.42,0.48
85,2025-06-27 04:50:08.887401,Groceries,Vendor_Groceries_4,-57.18,Expense,68.62,0.82
86,2025-06-28 05:52:08.887401,Groceries,Vendor_Groceries_5,-63.88,Expense,76.66,0.12
87,2025-06-30 00:32:08.887401,Groceries,Vendor_Groceries_3,-125.6,Expense,150.72,0.4
89,2025-06-30 03:05:08.887401,Groceries,Vendor_Groceries_1,-145.1,Expense,174.12,0.9
88,2025-06-30 07:10:08.887401,Dining,Vendor_Dining_1,-32.29,Expense,48.44,0.71
90,2025-07-01 09:55:08.887401,Income,Employer INC,5500.0,Income,0.0,0.0
91,2025-07-01 09:55:08.887401,Subscriptions,Netflix,-15.99,Expense,1.6,0.01
92,2025-07-01 09:55:08.887401,Subscriptions,Adobe,-56.99,Expense,5.7,0.01
93,2025-07-01 09:55:08.887401,Subscriptions,Gym,-45.0,Expense,4.5,0.0
94,2025-07-01 09:55:08.887401,Housing,Property Management,-1800.0,Expense,900.0,0.0
97,2025-07-01 19:13:08.887401,Transportation,Vendor_Transportation_2,-20.13,Expense,100.65,0.87
95,2025-07-01 20:55:08.887401,Transportation,Vendor_Transportation_5,-64.35,Expense,321.75,0.65
96,2025-07-02 08:38:08.887401,Transportation,Vendor_Transportation_1,-77.4,Expense,387.0,0.6
98,2025-07-02 19:36:08.887401,Dining,Vendor_Dining_3,-32.92,Expense,49.38,0.08
100,2025-07-03 02:15:08.887401,Transportation,Vendor_Transportation_2,-43.41,Expense,217.05,0.59
99,2025-07-03 04:26:08.887401,Groceries,Vendor_Groceries_4,-138.69,Expense,166.43,0.31
101,2025-07-04 21:46:08.887401,Groceries,Vendor_Groceries_4,-144.37,Expense,173.24,0.63
103,2025-07-04 22:02:08.887401,Shopping,Vendor_Shopping_5,-250.04,Expense,500.08,0.96
102,2025-07-04 23:49:08.887401,Groceries,Vendor_Groceries_1,-86.95,Expense,104.34,0.05
105,2025-07-06 00:13:08.887401,Dining,Vendor_Dining_1,-34.05,Expense,51.07,0.95
104,2025-07-06 05:22:08.887401,Groceries,Vendor_Groceries_1,-101.98,Expense,122.38,0.02
106,2025-07-06 22:14:08.887401,Dining,Vendor_Dining_5,-83.32,Expense,124.98,0.68
107,2025-07-11 04:50:08.887401,Groceries,Vendor_Groceries_1,-66.18,Expense,79.42,0.82
108,2025-07-15 06:12:08.887401,Transportation,Vendor_Transportation_5,-33.23,Expense,166.15,0.77
109,2025-07-15 07:50:08.887401,Transportation,Vendor_Transportation_2,-79.79,Expense,398.95,0.21
111,2025-07-16 05:58:08.887401,Groceries,Vendor_Groceries_2,-129.43,Expense,155.32,0.57
110,2025-07-16 06:58:08.887401,Transportation,Vendor_Transportation_1,-46.93,Expense,234.65,0.07
112,2025-07-17 21:05:08.887401,Groceries,Vendor_Groceries_5,-75.07,Expense,90.08,0.93
113,2025-07-18 23:18:08.887401,Groceries,Vendor_Groceries_5,-110.25,Expense,132.3,0.75
114,2025-07-20 21:23:08.887401,Entertainment,Vendor_Entertainment_4,-178.17,Expense,53.45,0.83
116,2025-07-21 18:33:08.887401,Groceries,Vendor_Groceries_3,-78.62,Expense,94.34,0.38
115,2025-07-22 03:13:08.887401,Groceries,Vendor_Groceries_1,-129.83,Expense,155.8,0.17
117,2025-07-23 05:20:08.887401,Transportation,Vendor_Transportation_2,-20.02,Expense,100.1,0.98
118,2025-07-23 06:11:08.887401,Groceries,Vendor_Groceries_4,-140.52,Expense,168.62,0.48
119,2025-07-24 05:48:08.887401,Groceries,Vendor_Groceries_5,-94.39,Expense,113.27,0.61
120,2025-07-24 19:32:08.887401,Groceries,Vendor_Groceries_5,-115.35,Expense,138.42,0.65
121,2025-07-24 21:26:08.887401,Utilities,Vendor_Utilities_2,-197.56,Expense,493.9,0.44
122,2025-07-25 07:17:08.887401,Groceries,Vendor_Groceries_1,-74.38,Expense,89.26,0.62
123,2025-07-25 20:34:08.887401,Entertainment,Vendor_Entertainment_2,-151.68,Expense,45.5,0.32
124,2025-07-26 04:21:08.887401,Shopping,Vendor_Shopping_1,-75.96,Expense,151.92,0.04
125,2025-07-26 04:42:08.887401,Groceries,Vendor_Groceries_4,-140.77,Expense,168.92,0.23
126,2025-07-26 19:09:08.887401,Dining,Vendor_Dining_5,-72.53,Expense,108.8,0.47
127,2025-07-27 04:13:08.887401,Shopping,Vendor_Shopping_1,-72.65,Expense,145.3,0.35
128,2025-07-27 19:09:08.887401,Transportation,Vendor_Transportation_2,-37.73,Expense,188.65,0.27
130,2025-07-27 19:39:08.887401,Groceries,Vendor_Groceries_5,-133.67,Expense,160.4,0.33
129,2025-07-28 00:43:08.887401,Utilities,Vendor_Utilities_2,-166.21,Expense,415.53,0.79
132,2025-07-28 18:44:08.887401,Dining,Vendor_Dining_3,-49.51,Expense,74.27,0.49
131,2025-07-29 01:53:08.887401,Groceries,Vendor_Groceries_2,-106.88,Expense,128.26,0.12
133,2025-07-30 07:50:08.887401,Dining,Vendor_Dining_5,-51.65,Expense,77.47,0.35
134,2025-07-30 21:53:08.887401,Dining,Vendor_Dining_2,-39.58,Expense,59.37,0.42
135,2025-07-30 22:10:08.887401,Entertainment,Vendor_Entertainment_2,-55.65,Expense,16.7,0.35
140,2025-08-01 09:55:08.887401,Housing,Property Management,-1800.0,Expense,900.0,0.0
138,2025-08-01 09:55:08.887401,Subscriptions,Adobe,-56.99,Expense,5.7,0.01
139,2025-08-01 09:55:08.887401,Subscriptions,Gym,-45.0,Expense,4.5,0.0
137,2025-08-01 09:55:08.887401,Subscriptions,Netflix,-15.99,Expense,1.6,0.01
136,2025-08-01 09:55:08.887401,Income,Employer INC,5500.0,Income,0.0,0.0
142,2025-08-01 23:04:08.887401,Groceries,Vendor_Groceries_4,-108.8,Expense,130.56,0.2
141,2025-08-02 03:10:08.887401,Entertainment,Vendor_Entertainment_4,-128.22,Expense,38.47,0.78
143,2025-08-02 04:30:08.887401,Dining,Vendor_Dining_2,-73.16,Expense,109.74,0.84
145,2025-08-03 02:50:08.887401,Entertainment,Vendor_Entertainment_2,-54.5,Expense,16.35,0.5
144,2025-08-03 04:07:08.887401,Dining,Vendor_Dining_4,-85.54,Expense,128.31,0.46
147,2025-08-03 18:40:08.887401,Healthcare,Vendor_Healthcare_3,-365.9,Expense,36.59,0.1
146,2025-08-04 03:02:08.887401,Groceries,Vendor_Groceries_1,-131.0,Expense,157.2,0.0
149,2025-08-04 22:13:08.887401,Healthcare,Vendor_Healthcare_2,-186.48,Expense,18.65,0.52
148,2025-08-05 03:49:08.887401,Dining,Vendor_Dining_2,-50.91,Expense,76.36,0.09
150,2025-08-06 01:29:08.887401,Transportation,Vendor_Transportation_2,-69.52,Expense,347.6,0.48
151,2025-08-06 01:45:08.887401,Dining,Vendor_Dining_3,-98.13,Expense,147.19,0.87
152,2025-08-06 03:39:08.887401,Groceries,Vendor_Groceries_2,-106.67,Expense,128.0,0.33
153,2025-08-07 23:26:08.887401,Groceries,Vendor_Groceries_2,-76.49,Expense,91.79,0.51
154,2025-08-08 05:35:08.887401,Transportation,Vendor_Transportation_3,-34.13,Expense,170.65,0.87
155,2025-08-08 19:45:08.887401,Utilities,Vendor_Utilities_1,-159.95,Expense,399.88,0.05
156,2025-08-10 03:42:08.887401,Shopping,Vendor_Shopping_1,-223.27,Expense,446.54,0.73
158,2025-08-11 01:36:08.887401,Groceries,Vendor_Groceries_2,-102.86,Expense,123.43,0.14
157,2025-08-11 05:24:08.887401,Groceries,Vendor_Groceries_4,-90.66,Expense,108.79,0.34
159,2025-08-11 08:10:08.887401,Groceries,Vendor_Groceries_2,-121.74,Expense,146.09,0.26
160,2025-08-11 23:16:08.887401,Groceries,Vendor_Groceries_1,-127.49,Expense,152.99,0.51
162,2025-08-13 21:58:08.887401,Dining,Vendor_Dining_3,-44.58,Expense,66.87,0.42
161,2025-08-14 06:28:08.887401,Transportation,Vendor_Transportation_3,-62.5,Expense,312.5,0.5
164,2025-08-15 23:27:08.887401,Groceries,Vendor_Groceries_4,-106.11,Expense,127.33,0.89
163,2025-08-16 08:00:08.887401,Dining,Vendor_Dining_1,-42.75,Expense,64.12,0.25
165,2025-08-17 06:24:08.887401,Groceries,Vendor_Groceries_2,-80.08,Expense,96.1,0.92
167,2025-08-18 18:09:08.887401,Entertainment,Vendor_Entertainment_1,-121.28,Expense,36.38,0.72
166,2025-08-19 06:02:08.887401,Groceries,Vendor_Groceries_1,-146.75,Expense,176.1,0.25
168,2025-08-20 01:26:08.887401,Shopping,Vendor_Shopping_1,-59.76,Expense,119.52,0.24
169,2025-08-20 23:39:08.887401,Groceries,Vendor_Groceries_4,-88.24,Expense,105.89,0.76
171,2025-08-21 21:28:08.887401,Groceries,Vendor_Groceries_1,-96.53,Expense,115.84,0.47
170,2025-08-22 07:43:08.887401,Shopping,Vendor_Shopping_3,-71.66,Expense,143.32,0.34
172,2025-08-25 00:04:08.887401,Transportation,Vendor_Transportation_5,-29.91,Expense,149.55,0.09
173,2025-08-28 00:08:08.887401,Groceries,Vendor_Groceries_5,-91.56,Expense,109.87,0.44
176,2025-08-28 21:51:08.887401,Groceries,Vendor_Groceries_1,-137.75,Expense,165.3,0.25
175,2025-08-29 01:00:08.887401,Transportation,Vendor_Transportation_1,-24.11,Expense,120.55,0.89
174,2025-08-29 02:13:08.887401,Dining,Vendor_Dining_4,-45.36,Expense,68.04,0.64
178,2025-08-29 21:51:08.887401,Transportation,Vendor_Transportation_1,-35.25,Expense,176.25,0.75
177,2025-08-30 01:04:08.887401,Groceries,Vendor_Groceries_1,-131.13,Expense,157.36,0.87
179,2025-08-31 06:42:08.887401,Groceries,Vendor_Groceries_2,-132.52,Expense,159.02,0.48
184,2025-09-01 09:55:08.887401,Housing,Property Management,-1800.0,Expense,900.0,0.0
183,2025-09-01 09:55:08.887401,Subscriptions,Gym,-45.0,Expense,4.5,0.0
182,2025-09-01 09:55:08.887401,Subscriptions,Adobe,-56.99,Expense,5.7,0.01
181,2025-09-01 09:55:08.887401,Subscriptions,Netflix,-15.99,Expense,1.6,0.01
180,2025-09-01 09:55:08.887401,Income,Employer INC,5500.0,Income,0.0,0.0
185,2025-09-02 18:19:08.887401,Transportation,Vendor_Transportation_3,-61.73,Expense,308.65,0.27
186,2025-09-03 02:16:08.887401,Dining,Vendor_Dining_4,-32.4,Expense,48.6,0.6
187,2025-09-03 05:44:08.887401,Dining,Vendor_Dining_2,-91.07,Expense,136.6,0.93
188,2025-09-03 18:54:08.887401,Groceries,Vendor_Groceries_2,-82.23,Expense,98.68,0.77
189,2025-09-03 22:12:08.887401,Utilities,Vendor_Utilities_1,-271.14,Expense,677.85,0.86
190,2025-09-07 20:46:08.887401,Groceries,Vendor_Groceries_4,-137.7,Expense,165.24,0.3
191,2025-09-08 04:06:08.887401,Transportation,Vendor_Transportation_4,-41.05,Expense,205.25,0.95
193,2025-09-08 20:25:08.887401,Transportation,Vendor_Transportation_2,-29.05,Expense,145.25,0.95
192,2025-09-09 00:20:08.887401,Transportation,Vendor_Transportation_3,-45.63,Expense,228.15,0.37
196,2025-09-12 03:57:08.887401,Dining,Vendor_Dining_5,-77.26,Expense,115.89,0.74
194,2025-09-12 06:43:08.887401,Shopping,Vendor_Shopping_2,-77.89,Expense,155.78,0.11
195,2025-09-12 07:06:08.887401,Dining,Vendor_Dining_5,-70.77,Expense,106.16,0.23
198,2025-09-13 19:14:08.887401,Utilities,Vendor_Utilities_1,-111.01,Expense,277.53,0.99
197,2025-09-13 20:12:08.887401,Groceries,Vendor_Groceries_2,-68.59,Expense,82.31,0.41
200,2025-09-15 22:49:08.887401,Transportation,Vendor_Transportation_4,-24.67,Expense,123.35,0.33
199,2025-09-15 22:51:08.887401,Dining,Vendor_Dining_3,-80.29,Expense,120.44,0.71
202,2025-09-16 22:00:08.887401,Groceries,Vendor_Groceries_5,-79.36,Expense,95.23,0.64
201,2025-09-17 03:26:08.887401,Dining,Vendor_Dining_5,-58.95,Expense,88.43,0.05
203,2025-09-17 07:14:08.887401,Groceries,Vendor_Groceries_3,-135.95,Expense,163.14,0.05
205,2025-09-18 03:07:08.887401,Entertainment,Vendor_Entertainment_1,-27.99,Expense,8.4,0.01
204,2025-09-18 03:34:08.887401,Groceries,Vendor_Groceries_1,-145.68,Expense,174.82,0.32
207,2025-09-18 20:09:08.887401,Groceries,Vendor_Groceries_2,-145.77,Expense,174.92,0.23
206,2025-09-19 07:55:08.887401,Dining,Vendor_Dining_4,-37.75,Expense,56.62,0.25
209,2025-09-19 22:18:08.887401,Entertainment,Vendor_Entertainment_1,-95.1,Expense,28.53,0.9
208,2025-09-19 23:10:08.887401,Healthcare,Vendor_Healthcare_1,-231.53,Expense,23.15,0.47
210,2025-09-20 00:53:08.887401,Entertainment,Vendor_Entertainment_2,-183.35,Expense,55.0,0.65
211,2025-09-20 23:26:08.887401,Groceries,Vendor_Groceries_2,-71.29,Expense,85.55,0.71
213,2025-09-22 00:25:08.887401,Shopping,Vendor_Shopping_1,-130.12,Expense,260.24,0.88
212,2025-09-22 02:18:08.887401,Entertainment,Vendor_Entertainment_1,-21.37,Expense,6.41,0.63
214,2025-09-22 03:36:08.887401,Groceries,Vendor_Groceries_1,-91.57,Expense,109.88,0.43
215,2025-09-23 18:21:08.887401,Dining,Vendor_Dining_2,-69.27,Expense,103.91,0.73
216,2025-09-25 02:55:08.887401,Groceries,Vendor_Groceries_2,-85.48,Expense,102.58,0.52
217,2025-09-26 05:48:08.887401,Entertainment,Vendor_Entertainment_3,-111.39,Expense,33.42,0.61
219,2025-09-26 20:37:08.887401,Groceries,Vendor_Groceries_1,-75.29,Expense,90.35,0.71
220,2025-09-27 01:48:08.887401,Utilities,Vendor_Utilities_2,-285.61,Expense,714.03,0.39
218,2025-09-27 08:50:08.887401,Utilities,Vendor_Utilities_1,-158.68,Expense,396.7,0.32
221,2025-09-27 21:49:08.887401,Groceries,Vendor_Groceries_1,-138.69,Expense,166.43,0.31
223,2025-09-29 07:55:08.887401,Transportation,Vendor_Transportation_3,-78.3,Expense,391.5,0.7
222,2025-09-29 08:02:08.887401,Transportation,Vendor_Transportation_4,-29.37,Expense,146.85,0.63
224,2025-09-29 18:30:08.887401,Groceries,Vendor_Groceries_1,-83.51,Expense,100.21,0.49
225,2025-09-30 19:36:08.887401,Transportation,Vendor_Transportation_5,-73.29,Expense,366.45,0.71
227,2025-10-01 06:12:08.887401,Groceries,Vendor_Groceries_5,-127.77,Expense,153.32,0.23
226,2025-10-01 07:39:08.887401,Utilities,Vendor_Utilities_3,-143.68,Expense,359.2,0.32
228,2025-10-01 09:55:08.887401,Income,Employer INC,5500.0,Income,0.0,0.0
229,2025-10-01 09:55:08.887401,Subscriptions,Netflix,-15.99,Expense,1.6,0.01
230,2025-10-01 09:55:08.887401,Subscriptions,Adobe,-56.99,Expense,5.7,0.01
231,2025-10-01 09:55:08.887401,Subscriptions,Gym,-45.0,Expense,4.5,0.0
232,2025-10-01 09:55:08.887401,Housing,Property Management,-1800.0,Expense,900.0,0.0
234,2025-10-01 18:25:08.887401,Utilities,Vendor_Utilities_1,-137.55,Expense,343.88,0.45
235,2025-10-02 01:42:08.887401,Groceries,Vendor_Groceries_4,-61.43,Expense,73.72,0.57
233,2025-10-02 08:21:08.887401,Dining,Vendor_Dining_2,-96.77,Expense,145.16,0.23
237,2025-10-03 18:47:08.887401,Groceries,Vendor_Groceries_1,-144.21,Expense,173.05,0.79
238,2025-10-03 21:16:08.887401,Healthcare,Vendor_Healthcare_4,-124.52,Expense,12.45,0.48
236,2025-10-04 07:26:08.887401,Groceries,Vendor_Groceries_5,-139.26,Expense,167.11,0.74
241,2025-10-05 03:02:08.887401,Transportation,Vendor_Transportation_1,-20.11,Expense,100.55,0.89
240,2025-10-05 05:32:08.887401,Utilities,Vendor_Utilities_2,-274.22,Expense,685.55,0.78
239,2025-10-05 06:14:08.887401,Transportation,Vendor_Transportation_5,-74.76,Expense,373.8,0.24
242,2025-10-06 05:27:08.887401,Dining,Vendor_Dining_2,-44.62,Expense,66.93,0.38
245,2025-10-06 19:03:08.887401,Healthcare,Vendor_Healthcare_4,-261.9,Expense,26.19,0.1
243,2025-10-06 19:51:08.887401,Transportation,Vendor_Transportation_3,-68.91,Expense,344.55,0.09
244,2025-10-07 03:33:08.887401,Entertainment,Vendor_Entertainment_4,-159.71,Expense,47.91,0.29
246,2025-10-07 20:29:08.887401,Groceries,Vendor_Groceries_5,-54.08,Expense,64.9,0.92
247,2025-10-07 23:00:08.887401,Transportation,Vendor_Transportation_1,-43.64,Expense,218.2,0.36
248,2025-10-09 05:27:08.887401,Dining,Vendor_Dining_4,-89.55,Expense,134.32,0.45
250,2025-10-09 19:54:08.887401,Utilities,Vendor_Utilities_2,-279.04,Expense,697.6,0.96
249,2025-10-10 05:51:08.887401,Groceries,Vendor_Groceries_1,-142.89,Expense,171.47,0.11
251,2025-10-10 18:44:08.887401,Groceries,Vendor_Groceries_5,-129.3,Expense,155.16,0.7
252,2025-10-10 21:13:08.887401,Entertainment,Vendor_Entertainment_1,-164.44,Expense,49.33,0.56
254,2025-10-12 02:55:08.887401,Groceries,Vendor_Groceries_2,-128.13,Expense,153.76,0.87
253,2025-10-12 06:09:08.887401,Entertainment,Vendor_Entertainment_4,-81.25,Expense,24.38,0.75
255,2025-10-12 20:15:08.887401,Healthcare,Vendor_Healthcare_5,-324.01,Expense,32.4,0.99
256,2025-10-12 23:36:08.887401,Entertainment,Vendor_Entertainment_4,-152.32,Expense,45.7,0.68
257,2025-10-13 04:38:08.887401,Dining,Vendor_Dining_1,-51.63,Expense,77.45,0.37
258,2025-10-16 00:49:08.887401,Utilities,Vendor_Utilities_4,-171.54,Expense,428.85,0.46
259,2025-10-16 00:54:08.887401,Groceries,Vendor_Groceries_5,-123.23,Expense,147.88,0.77
261,2025-10-17 02:00:08.887401,Dining,Vendor_Dining_3,-67.79,Expense,101.69,0.21
262,2025-10-17 03:14:08.887401,Transportation,Vendor_Transportation_2,-42.19,Expense,210.95,0.81
260,2025-10-17 04:04:08.887401,Groceries,Vendor_Groceries_4,-132.33,Expense,158.8,0.67
263,2025-10-17 23:46:08.887401,Dining,Vendor_Dining_1,-82.43,Expense,123.65,0.57
265,2025-10-19 07:00:08.887401,Groceries,Vendor_Groceries_4,-73.42,Expense,88.1,0.58
264,2025-10-19 07:31:08.887401,Groceries,Vendor_Groceries_3,-112.3,Expense,134.76,0.7
267,2025-10-19 23:19:08.887401,Entertainment,Vendor_Entertainment_4,-63.43,Expense,19.03,0.57
266,2025-10-20 05:33:08.887401,Entertainment,Vendor_Entertainment_1,-49.25,Expense,14.77,0.75
268,2025-10-22 00:42:08.887401,Groceries,Vendor_Groceries_5,-119.44,Expense,143.33,0.56
269,2025-10-22 06:17:08.887401,Dining,Vendor_Dining_4,-45.0,Expense,67.5,0.0
271,2025-10-23 00:50:08.887401,Transportation,Vendor_Transportation_2,-38.65,Expense,193.25,0.35
270,2025-10-23 01:03:08.887401,Transportation,Vendor_Transportation_5,-70.57,Expense,352.85,0.43
