ID,Date,Category,Vendor,Amount,Type,Carbon_Score,Charity_Roundup
45,2025-05-22 12:02:29.318005,Entertainment,Vendor_Entertainment_5,-83.7,Expense,25.11,0.3
46,2025-05-22 15:24:29.318005,Dining,Vendor_Dining_1,-47.44,Expense,71.16,0.56
48,2025-05-23 20:00:29.318005,Groceries,Vendor_Groceries_5,-130.51,Expense,156.61,0.49
47,2025-05-23 20:50:29.318005,Groceries,Vendor_Groceries_4,-132.01,Expense,158.41,0.99
50,2025-05-24 07:29:29.318005,Dining,Vendor_Dining_1,-78.58,Expense,117.87,0.42
49,2025-05-24 16:58:29.318005,Groceries,Vendor_Groceries_5,-133.51,Expense,160.21,0.49
51,2025-05-25 13:14:29.318005,Groceries,Vendor_Groceries_5,-88.52,Expense,106.22,0.48
52,2025-05-26 19:16:29.318005,Shopping,Vendor_Shopping_3,-250.23,Expense,500.46,0.77
53,2025-05-27 20:53:29.318005,Dining,Vendor_Dining_3,-80.46,Expense,120.69,0.54
54,2025-05-28 16:49:29.318005,Groceries,Vendor_Groceries_1,-52.26,Expense,62.71,0.74
55,2025-05-28 16:57:29.318005,Groceries,Vendor_Groceries_1,-54.43,Expense,65.32,0.57
56,2025-05-29 13:24:29.318005,Groceries,Vendor_Groceries_1,-60.09,Expense,72.11,0.91
57,2025-05-29 17:15:29.318005,Dining,Vendor_Dining_2,-54.11,Expense,81.16,0.89
58,2025-05-30 13:59:29.318005,Dining,Vendor_Dining_2,-38.36,Expense,57.54,0.64
60,2025-05-31 07:26:29.318005,Transportation,Vendor_Transportation_1,-36.94,Expense,184.7,0.06
59,2025-05-31 10:14:29.318005,Groceries,Vendor_Groceries_1,-140.6,Expense,168.72,0.4
62,2025-06-01 08:25:29.318005,Dining,Vendor_Dining_4,-38.32,Expense,57.48,0.68
61,2025-06-01 08:25:29.318005,Groceries,Vendor_Groceries_5,-113.83,Expense,136.6,0.17
63,2025-06-01 14:27:29.318005,Groceries,Vendor_Groceries_1,-55.27,Expense,66.32,0.73
64,2025-06-01 23:07:29.318005,Income,Employer INC,5500.0,Income,0.0,0.0
65,2025-06-01 23:07:29.318005,Subscriptions,Netflix,-15.99,Expense,1.6,0.01
66,2025-06-01 23:07:29.318005,Subscriptions,Adobe,-56.99,Expense,5.7,0.01
67,2025-06-01 23:07:29.318005,Subscriptions,Gym,-45.0,Expense,4.5,0.0
68,2025-06-01 23:07:29.318005,Housing,Property Management,-1800.0,Expense,900.0,0.0
69,2025-06-02 20:50:29.318005,Groceries,Vendor_Groceries_5,-113.98,Expense,136.78,0.02
70,2025-06-04 14:54:29.318005,Dining,Vendor_Dining_5,-90.8,Expense,136.2,0.2
71,2025-06-04 18:04:29.318005,Dining,Vendor_Dining_3,-89.42,Expense,134.13,0.58
72,2025-06-05 17:39:29.318005,Healthcare,Vendor_Healthcare_2,-73.23,Expense,7.32,0.77
73,2025-06-06 10:12:29.318005,Groceries,Vendor_Groceries_1,-55.81,Expense,66.97,0.19
76,2025-06-07 17:46:29.318005,Dining,Vendor_Dining_4,-89.51,Expense,134.27,0.49
74,2025-06-07 19:41:29.318005,Entertainment,Vendor_Entertainment_3,-137.47,Expense,41.24,0.53
75,2025-06-07 21:57:29.318005,Groceries,Vendor_Groceries_5,-96.27,Expense,115.52,0.73
77,2025-06-08 12:13:29.318005,Transportation,Vendor_Transportation_2,-67.57,Expense,337.85,0.43
78,2025-06-08 20:22:29.318005,Transportation,Vendor_Transportation_5,-50.74,Expense,253.7,0.26
79,2025-06-10 10:05:29.318005,Transportation,Vendor_Transportation_3,-23.21,Expense,116.05,0.79
81,2025-06-12 07:58:29.318005,Transportation,Vendor_Transportation_1,-55.56,Expense,277.8,0.44
80,2025-06-12 12:16:29.318005,Healthcare,Vendor_Healthcare_3,-78.19,Expense,7.82,0.81
82,2025-06-12 19:08:29.318005,Dining,Vendor_Dining_1,-68.71,Expense,103.06,0.29
83,2025-06-13 19:14:29.318005,Groceries,Vendor_Groceries_3,-149.82,Expense,179.78,0.18
84,2025-06-14 12:38:29.318005,Groceries,Vendor_Groceries_2,-99.85,Expense,119.82,0.15
85,2025-06-14 13:10:29.318005,Entertainment,Vendor_Entertainment_4,-150.88,Expense,45.26,0.12
88,2025-06-15 07:57:29.318005,Utilities,Vendor_Utilities_3,-274.7,Expense,686.75,0.3
87,2025-06-15 19:26:29.318005,Groceries,Vendor_Groceries_5,-65.92,Expense,79.1,0.08
86,2025-06-15 21:32:29.318005,Transportation,Vendor_Transportation_2,-77.74,Expense,388.7,0.26
90,2025-06-16 15:41:29.318005,Entertainment,Vendor_Entertainment_4,-181.81,Expense,54.54,0.19
89,2025-06-16 17:22:29.318005,Transportation,Vendor_Transportation_5,-65.53,Expense,327.65,0.47
91,2025-06-16 18:47:29.318005,Healthcare,Vendor_Healthcare_3,-292.26,Expense,29.23,0.74
92,2025-06-17 10:08:29.318005,Transportation,Vendor_Transportation_1,-49.26,Expense,246.3,0.74
93,2025-06-17 18:41:29.318005,Entertainment,Vendor_Entertainment_2,-189.02,Expense,56.71,0.98
96,2025-06-18 15:28:29.318005,Transportation,Vendor_Transportation_5,-75.42,Expense,377.1,0.58
95,2025-06-18 16:49:29.318005,Utilities,Vendor_Utilities_5,-226.12,Expense,565.3,0.88
94,2025-06-18 20:08:29.318005,Transportation,Vendor_Transportation_5,-39.36,Expense,196.8,0.64
99,2025-06-21 15:03:29.318005,Groceries,Vendor_Groceries_4,-97.62,Expense,117.14,0.38
97,2025-06-21 16:10:29.318005,Groceries,Vendor_Groceries_1,-135.88,Expense,163.06,0.12
98,2025-06-21 21:10:29.318005,Groceries,Vendor_Groceries_4,-120.5,Expense,144.6,0.5
100,2025-06-23 11:06:29.318005,Groceries,Vendor_Groceries_4,-81.42,Expense,97.7,0.58
101,2025-06-23 18:57:29.318005,Dining,Vendor_Dining_4,-75.07,Expense,112.6,0.93
102,2025-06-25 13:09:29.318005,Shopping,Vendor_Shopping_1,-42.13,Expense,84.26,0.87
104,2025-06-26 12:42:29.318005,Transportation,Vendor_Transportation_1,-46.68,Expense,233.4,0.32
103,2025-06-26 18:59:29.318005,Transportation,Vendor_Transportation_5,-50.31,Expense,251.55,0.69
105,2025-06-29 19:21:29.318005,Dining,Vendor_Dining_4,-55.32,Expense,82.98,0.68
110,2025-07-01 23:07:29.318005,Housing,Property Management,-1800.0,Expense,900.0,0.0
109,2025-07-01 23:07:29.318005,Subscriptions,Gym,-45.0,Expense,4.5,0.0
107,2025-07-01 23:07:29.318005,Subscriptions,Netflix,-15.99,Expense,1.6,0.01
108,2025-07-01 23:07:29.318005,Subscriptions,Adobe,-56.99,Expense,5.7,0.01
106,2025-07-01 23:07:29.318005,Income,Employer INC,5500.0,Income,0.0,0.0
112,2025-07-03 09:08:29.318005,Groceries,Vendor_Groceries_1,-147.02,Expense,176.42,0.98
111,2025-07-03 17:47:29.318005,Transportation,Vendor_Transportation_5,-35.39,Expense,176.95,0.61
114,2025-07-05 18:01:29.318005,Groceries,Vendor_Groceries_4,-56.21,Expense,67.45,0.79
115,2025-07-05 19:36:29.318005,Groceries,Vendor_Groceries_5,-134.39,Expense,161.27,0.61
113,2025-07-05 19:39:29.318005,Transportation,Vendor_Transportation_3,-66.82,Expense,334.1,0.18
117,2025-07-06 10:11:29.318005,Dining,Vendor_Dining_3,-49.56,Expense,74.34,0.44
116,2025-07-06 15:55:29.318005,Groceries,Vendor_Groceries_4,-83.64,Expense,100.37,0.36
118,2025-07-07 07:11:29.318005,Utilities,Vendor_Utilities_3,-257.8,Expense,644.5,0.2
119,2025-07-07 14:58:29.318005,Entertainment,Vendor_Entertainment_2,-178.49,Expense,53.55,0.51
120,2025-07-07 20:30:29.318005,Dining,Vendor_Dining_5,-30.7,Expense,46.05,0.3
123,2025-07-09 07:24:29.318005,Healthcare,Vendor_Healthcare_2,-232.76,Expense,23.28,0.24
122,2025-07-09 08:40:29.318005,Transportation,Vendor_Transportation_4,-49.32,Expense,246.6,0.68
121,2025-07-09 18:54:29.318005,Transportation,Vendor_Transportation_4,-35.88,Expense,179.4,0.12
125,2025-07-10 10:44:29.318005,Entertainment,Vendor_Entertainment_5,-167.3,Expense,50.19,0.7
126,2025-07-10 11:35:29.318005,Groceries,Vendor_Groceries_2,-64.84,Expense,77.81,0.16
124,2025-07-10 20:15:29.318005,Entertainment,Vendor_Entertainment_3,-92.96,Expense,27.89,0.04
127,2025-07-11 16:01:29.318005,Dining,Vendor_Dining_5,-35.77,Expense,53.66,0.23
129,2025-07-12 09:19:29.318005,Healthcare,Vendor_Healthcare_2,-459.83,Expense,45.98,0.17
130,2025-07-12 14:32:29.318005,Groceries,Vendor_Groceries_1,-144.25,Expense,173.1,0.75
128,2025-07-12 20:55:29.318005,Groceries,Vendor_Groceries_2,-125.31,Expense,150.37,0.69
132,2025-07-13 15:48:29.318005,Entertainment,Vendor_Entertainment_1,-129.3,Expense,38.79,0.7
131,2025-07-13 21:00:29.318005,Transportation,Vendor_Transportation_3,-71.41,Expense,357.05,0.59
133,2025-07-14 17:32:29.318005,Groceries,Vendor_Groceries_1,-64.08,Expense,76.9,0.92
135,2025-07-15 12:07:29.318005,Groceries,Vendor_Groceries_1,-144.82,Expense,173.78,0.18
134,2025-07-15 17:45:29.318005,Entertainment,Vendor_Entertainment_4,-40.44,Expense,12.13,0.56
137,2025-07-17 08:59:29.318005,Dining,Vendor_Dining_1,-82.29,Expense,123.44,0.71
136,2025-07-17 13:52:29.318005,Transportation,Vendor_Transportation_3,-45.72,Expense,228.6,0.28
138,2025-07-17 16:21:29.318005,Healthcare,Vendor_Healthcare_2,-340.8,Expense,34.08,0.2
139,2025-07-18 13:05:29.318005,Groceries,Vendor_Groceries_5,-81.09,Expense,97.31,0.91
140,2025-07-18 17:32:29.318005,Entertainment,Vendor_Entertainment_5,-32.96,Expense,9.89,0.04
141,2025-07-19 08:59:29.318005,Groceries,Vendor_Groceries_2,-131.17,Expense,157.4,0.83
142,2025-07-19 15:29:29.318005,Dining,Vendor_Dining_4,-89.67,Expense,134.5,0.33
143,2025-07-20 13:56:29.318005,Groceries,Vendor_Groceries_5,-142.25,Expense,170.7,0.75
144,2025-07-20 15:00:29.318005,Transportation,Vendor_Transportation_1,-23.29,Expense,116.45,0.71
145,2025-07-21 12:51:29.318005,Transportation,Vendor_Transportation_3,-39.41,Expense,197.05,0.59
146,2025-07-21 16:07:29.318005,Groceries,Vendor_Groceries_1,-78.99,Expense,94.79,0.01
147,2025-07-22 11:22:29.318005,Entertainment,Vendor_Entertainment_2,-41.55,Expense,12.46,0.45
148,2025-07-22 19:41:29.318005,Groceries,Vendor_Groceries_4,-137.13,Expense,164.56,0.87
149,2025-07-23 16:54:29.318005,Groceries,Vendor_Groceries_4,-98.56,Expense,118.27,0.44
150,2025-07-25 14:24:29.318005,Shopping,Vendor_Shopping_2,-207.12,Expense,414.24,0.88
151,2025-07-25 18:30:29.318005,Transportation,Vendor_Transportation_4,-49.45,Expense,247.25,0.55
152,2025-07-26 11:04:29.318005,Dining,Vendor_Dining_3,-79.62,Expense,119.43,0.38
153,2025-07-26 11:25:29.318005,Groceries,Vendor_Groceries_5,-145.27,Expense,174.32,0.73
154,2025-07-26 17:24:29.318005,Healthcare,Vendor_Healthcare_5,-293.55,Expense,29.36,0.45
156,2025-07-27 10:09:29.318005,Dining,Vendor_Dining_5,-98.95,Expense,148.43,0.05
155,2025-07-27 16:28:29.318005,Dining,Vendor_Dining_3,-98.17,Expense,147.25,0.83
157,2025-07-29 12:26:29.318005,Dining,Vendor_Dining_4,-78.88,Expense,118.32,0.12
159,2025-07-30 11:19:29.318005,Transportation,Vendor_Transportation_5,-30.75,Expense,153.75,0.25
158,2025-07-30 12:28:29.318005,Groceries,Vendor_Groceries_1,-68.45,Expense,82.14,0.55
161,2025-08-01 14:45:29.318005,Dining,Vendor_Dining_2,-48.34,Expense,72.51,0.66
160,2025-08-01 18:10:29.318005,Dining,Vendor_Dining_4,-74.66,Expense,111.99,0.34
162,2025-08-01 23:07:29.318005,Income,Employer INC,5500.0,Income,0.0,0.0
163,2025-08-01 23:07:29.318005,Subscriptions,Netflix,-15.99,Expense,1.6,0.01
164,2025-08-01 23:07:29.318005,Subscriptions,Adobe,-56.99,Expense,5.7,0.01
165,2025-08-01 23:07:29.318005,Subscriptions,Gym,-45.0,Expense,4.5,0.0
166,2025-08-01 23:07:29.318005,Housing,Property Management,-1800.0,Expense,900.0,0.0
168,2025-08-04 07:07:29.318005,Dining,Vendor_Dining_3,-49.2,Expense,73.8,0.8
167,2025-08-04 14:41:29.318005,Healthcare,Vendor_Healthcare_5,-380.77,Expense,38.08,0.23
170,2025-08-05 16:16:29.318005,Groceries,Vendor_Groceries_3,-147.07,Expense,176.48,0.93
169,2025-08-05 20:28:29.318005,Dining,Vendor_Dining_4,-81.9,Expense,122.85,0.1
172,2025-08-06 08:23:29.318005,Groceries,Vendor_Groceries_4,-74.82,Expense,89.78,0.18
173,2025-08-06 09:27:29.318005,Dining,Vendor_Dining_3,-91.68,Expense,137.52,0.32
171,2025-08-06 17:37:29.318005,Dining,Vendor_Dining_4,-51.33,Expense,77.0,0.67
174,2025-08-07 15:03:29.318005,Dining,Vendor_Dining_4,-83.76,Expense,125.64,0.24
175,2025-08-08 12:20:29.318005,Entertainment,Vendor_Entertainment_1,-143.05,Expense,42.91,0.95
176,2025-08-08 14:27:29.318005,Groceries,Vendor_Groceries_5,-97.72,Expense,117.26,0.28
177,2025-08-09 17:51:29.318005,Transportation,Vendor_Transportation_3,-72.76,Expense,363.8,0.24
179,2025-08-10 13:37:29.318005,Transportation,Vendor_Transportation_4,-28.09,Expense,140.45,0.91
178,2025-08-10 13:55:29.318005,Transportation,Vendor_Transportation_2,-28.96,Expense,144.8,0.04
180,2025-08-10 17:48:29.318005,Groceries,Vendor_Groceries_3,-59.72,Expense,71.66,0.28
182,2025-08-11 12:21:29.318005,Dining,Vendor_Dining_3,-93.67,Expense,140.5,0.33
181,2025-08-11 17:24:29.318005,Dining,Vendor_Dining_4,-86.78,Expense,130.17,0.22
183,2025-08-11 18:51:29.318005,Transportation,Vendor_Transportation_2,-75.9,Expense,379.5,0.1
185,2025-08-12 13:09:29.318005,Dining,Vendor_Dining_5,-70.48,Expense,105.72,0.52
184,2025-08-12 13:27:29.318005,Groceries,Vendor_Groceries_5,-69.92,Expense,83.9,0.08
186,2025-08-15 14:00:29.318005,Transportation,Vendor_Transportation_4,-51.9,Expense,259.5,0.1
187,2025-08-15 20:07:29.318005,Entertainment,Vendor_Entertainment_2,-175.96,Expense,52.79,0.04
190,2025-08-16 12:18:29.318005,Groceries,Vendor_Groceries_3,-82.94,Expense,99.53,0.06
188,2025-08-16 14:10:29.318005,Transportation,Vendor_Transportation_1,-51.53,Expense,257.65,0.47
189,2025-08-16 19:16:29.318005,Groceries,Vendor_Groceries_1,-98.98,Expense,118.78,0.02
191,2025-08-17 16:45:29.318005,Dining,Vendor_Dining_2,-58.96,Expense,88.44,0.04
192,2025-08-17 18:21:29.318005,Groceries,Vendor_Groceries_4,-50.13,Expense,60.16,0.87
194,2025-08-18 09:41:29.318005,Shopping,Vendor_Shopping_1,-228.54,Expense,457.08,0.46
193,2025-08-18 13:25:29.318005,Groceries,Vendor_Groceries_4,-129.1,Expense,154.92,0.9
195,2025-08-19 14:45:29.318005,Healthcare,Vendor_Healthcare_5,-492.54,Expense,49.25,0.46
197,2025-08-21 07:45:29.318005,Groceries,Vendor_Groceries_1,-87.96,Expense,105.55,0.04
196,2025-08-21 09:38:29.318005,Transportation,Vendor_Transportation_1,-53.32,Expense,266.6,0.68
200,2025-08-22 07:48:29.318005,Shopping,Vendor_Shopping_2,-63.53,Expense,127.06,0.47
198,2025-08-22 10:26:29.318005,Transportation,Vendor_Transportation_5,-27.74,Expense,138.7,0.26
199,2025-08-22 14:15:29.318005,Transportation,Vendor_Transportation_5,-50.19,Expense,250.95,0.81
201,2025-08-23 17:27:29.318005,Dining,Vendor_Dining_4,-61.9,Expense,92.85,0.1
202,2025-08-25 15:12:29.318005,Shopping,Vendor_Shopping_2,-291.17,Expense,582.34,0.83
203,2025-08-26 18:18:29.318005,Groceries,Vendor_Groceries_1,-62.33,Expense,74.8,0.67
205,2025-08-27 13:22:29.318005,Groceries,Vendor_Groceries_3,-63.16,Expense,75.79,0.84
204,2025-08-27 17:30:29.318005,Dining,Vendor_Dining_2,-64.39,Expense,96.59,0.61
207,2025-08-29 18:28:29.318005,Utilities,Vendor_Utilities_5,-195.58,Expense,488.95,0.42
206,2025-08-29 21:02:29.318005,Entertainment,Vendor_Entertainment_5,-106.3,Expense,31.89,0.7
208,2025-08-30 10:03:29.318005,Transportation,Vendor_Transportation_2,-71.83,Expense,359.15,0.17
210,2025-08-30 19:02:29.318005,Groceries,Vendor_Groceries_2,-108.1,Expense,129.72,0.9
209,2025-08-30 20:27:29.318005,Groceries,Vendor_Groceries_5,-70.09,Expense,84.11,0.91
211,2025-09-01 12:52:29.318005,Dining,Vendor_Dining_1,-89.73,Expense,134.59,0.27
216,2025-09-01 23:07:29.318005,Housing,Property Management,-1800.0,Expense,900.0,0.0
214,2025-09-01 23:07:29.318005,Subscriptions,Adobe,-56.99,Expense,5.7,0.01
215,2025-09-01 23:07:29.318005,Subscriptions,Gym,-45.0,Expense,4.5,0.0
213,2025-09-01 23:07:29.318005,Subscriptions,Netflix,-15.99,Expense,1.6,0.01
212,2025-09-01 23:07:29.318005,Income,Employer INC,5500.0,Income,0.0,0.0
219,2025-09-02 12:31:29.318005,Transportation,Vendor_Transportation_1,-63.4,Expense,317.0,0.6
218,2025-09-02 17:54:29.318005,Healthcare,Vendor_Healthcare_2,-59.91,Expense,5.99,0.09
217,2025-09-02 20:43:29.318005,Dining,Vendor_Dining_3,-47.27,Expense,70.91,0.73
220,2025-09-04 14:11:29.318005,Dining,Vendor_Dining_3,-62.42,Expense,93.63,0.58
221,2025-09-04 19:49:29.318005,Dining,Vendor_Dining_3,-98.07,Expense,147.1,0.93
222,2025-09-05 07:28:29.318005,Transportation,Vendor_Transportation_4,-78.62,Expense,393.1,0.38
223,2025-09-05 16:19:29.318005,Groceries,Vendor_Groceries_5,-51.62,Expense,61.94,0.38
224,2025-09-06 10:10:29.318005,Dining,Vendor_Dining_3,-31.87,Expense,47.8,0.13
226,2025-09-06 13:56:29.318005,Healthcare,Vendor_Healthcare_4,-412.2,Expense,41.22,0.8
225,2025-09-06 19:25:29.318005,Groceries,Vendor_Groceries_5,-126.3,Expense,151.56,0.7
228,2025-09-09 07:22:29.318005,Groceries,Vendor_Groceries_2,-93.8,Expense,112.56,0.2
227,2025-09-09 15:07:29.318005,Transportation,Vendor_Transportation_4,-69.66,Expense,348.3,0.34
229,2025-09-10 10:03:29.318005,Transportation,Vendor_Transportation_3,-28.59,Expense,142.95,0.41
232,2025-09-11 10:30:29.318005,Groceries,Vendor_Groceries_1,-113.41,Expense,136.09,0.59
230,2025-09-11 11:51:29.318005,Groceries,Vendor_Groceries_3,-121.61,Expense,145.93,0.39
231,2025-09-11 12:41:29.318005,Entertainment,Vendor_Entertainment_2,-92.44,Expense,27.73,0.56
233,2025-09-16 14:31:29.318005,Healthcare,Vendor_Healthcare_1,-218.96,Expense,21.9,0.04
234,2025-09-17 18:22:29.318005,Dining,Vendor_Dining_1,-62.63,Expense,93.95,0.37
235,2025-09-19 17:59:29.318005,Entertainment,Vendor_Entertainment_1,-22.53,Expense,6.76,0.47
236,2025-09-20 20:26:29.318005,Entertainment,Vendor_Entertainment_3,-37.94,Expense,11.38,0.06
237,2025-09-21 12:52:29.318005,Dining,Vendor_Dining_3,-44.09,Expense,66.14,0.91
239,2025-09-21 14:16:29.318005,Shopping,Vendor_Shopping_2,-98.14,Expense,196.28,0.86
238,2025-09-21 19:09:29.318005,Healthcare,Vendor_Healthcare_4,-221.94,Expense,22.19,0.06
240,2025-09-22 07:14:29.318005,Groceries,Vendor_Groceries_5,-148.48,Expense,178.18,0.52
241,2025-09-22 17:42:29.318005,Transportation,Vendor_Transportation_4,-24.99,Expense,124.95,0.01
242,2025-09-23 13:56:29.318005,Entertainment,Vendor_Entertainment_2,-187.75,Expense,56.32,0.25
243,2025-09-23 18:51:29.318005,Groceries,Vendor_Groceries_3,-53.62,Expense,64.34,0.38
244,2025-09-23 18:55:29.318005,Dining,Vendor_Dining_3,-53.02,Expense,79.53,0.98
245,2025-09-24 17:09:29.318005,Dining,Vendor_Dining_5,-51.09,Expense,76.64,0.91
246,2025-09-24 19:09:29.318005,Groceries,Vendor_Groceries_3,-80.97,Expense,97.16,0.03
247,2025-09-25 08:56:29.318005,Dining,Vendor_Dining_4,-33.08,Expense,49.62,0.92
248,2025-09-26 09:01:29.318005,Transportation,Vendor_Transportation_4,-58.06,Expense,290.3,0.94
249,2025-09-26 19:42:29.318005,Shopping,Vendor_Shopping_5,-262.21,Expense,524.42,0.79
250,2025-09-26 20:51:29.318005,Shopping,Vendor_Shopping_4,-56.07,Expense,112.14,0.93
251,2025-09-27 08:31:29.318005,Groceries,Vendor_Groceries_5,-123.99,Expense,148.79,0.01
252,2025-09-29 07:23:29.318005,Utilities,Vendor_Utilities_1,-101.95,Expense,254.88,0.05
254,2025-09-29 08:12:29.318005,Groceries,Vendor_Groceries_3,-131.15,Expense,157.38,0.85
253,2025-09-29 13:59:29.318005,Groceries,Vendor_Groceries_4,-100.43,Expense,120.52,0.57
257,2025-09-30 09:20:29.318005,Groceries,Vendor_Groceries_1,-75.79,Expense,90.95,0.21
255,2025-09-30 15:48:29.318005,Dining,Vendor_Dining_2,-42.1,Expense,63.15,0.9
256,2025-09-30 21:19:29.318005,Dining,Vendor_Dining_4,-38.89,Expense,58.34,0.11
258,2025-10-01 13:44:29.318005,Transportation,Vendor_Transportation_1,-77.63,Expense,388.15,0.37
263,2025-10-01 23:07:29.318005,Housing,Property Management,-1800.0,Expense,900.0,0.0
262,2025-10-01 23:07:29.318005,Subscriptions,Gym,-45.0,Expense,4.5,0.0
259,2025-10-01 23:07:29.318005,Income,Employer INC,5500.0,Income,0.0,0.0
260,2025-10-01 23:07:29.318005,Subscriptions,Netflix,-15.99,Expense,1.6,0.01
261,2025-10-01 23:07:29.318005,Subscriptions,Adobe,-56.99,Expense,5.7,0.01
264,2025-10-02 11:44:29.318005,Transportation,Vendor_Transportation_2,-25.77,Expense,128.85,0.23
265,2025-10-03 19:54:29.318005,Shopping,Vendor_Shopping_4,-86.4,Expense,172.8,0.6
266,2025-10-03 20:14:29.318005,Dining,Vendor_Dining_5,-85.8,Expense,128.7,0.2
269,2025-10-04 10:27:29.318005,Groceries,Vendor_Groceries_2,-80.68,Expense,96.82,0.32
268,2025-10-04 10:58:29.318005,Entertainment,Vendor_Entertainment_4,-102.69,Expense,30.81,0.31
267,2025-10-04 14:31:29.318005,Healthcare,Vendor_Healthcare_3,-263.57,Expense,26.36,0.43
270,2025-10-05 12:44:29.318005,Groceries,Vendor_Groceries_2,-63.86,Expense,76.63,0.14
271,2025-10-08 16:10:29.318005,Transportation,Vendor_Transportation_4,-31.17,Expense,155.85,0.83
